gene_id	fujiabin-LncRNA-T.bam	fujiabin-LncRNA-N.bam
ENSG00000279334	71	43
ENSG00000279336	41	25
ENSG00000279337	0	0
ENSG00000279339	152	52
ENSG00000279340	0	0
ENSG00000279341	27	0
ENSG00000279342	0	0
ENSG00000279343	0	0
ENSG00000279344	1438	791
ENSG00000279345	20	22
ENSG00000279347	20	4
ENSG00000279348	0	0
ENSG00000279349	0	0
ENSG00000279352	0	0
ENSG00000279353	4	5
ENSG00000279354	0	0
ENSG00000279355	0	2
ENSG00000279356	0	0
ENSG00000279357	0	0
ENSG00000279358	0	0
ENSG00000279359	0	1
ENSG00000279360	0	0
ENSG00000279361	0	0
ENSG00000279364	2193	416
ENSG00000279365	0	0
ENSG00000279366	0	0
ENSG00000279367	0	0
ENSG00000279368	26	7
ENSG00000279369	11	14
ENSG00000279370	0	0
ENSG00000279372	0	0
ENSG00000279373	2	4
ENSG00000279375	26	3
ENSG00000279376	4	0
ENSG00000279377	0	0
ENSG00000279378	0	0
ENSG00000279379	0	0
ENSG00000279381	22	39
ENSG00000279382	294	306
ENSG00000279384	2	18
ENSG00000279386	195	15
ENSG00000279387	0	0
ENSG00000279388	0	0
ENSG00000279390	733	575
ENSG00000279391	0	15
ENSG00000279392	0	0
ENSG00000279393	0	0
ENSG00000279394	0	0
ENSG00000279395	0	0
ENSG00000279396	0	0
ENSG00000279397	4	5
ENSG00000279398	0	0
ENSG00000279399	214	61
ENSG00000279400	0	0
ENSG00000279401	0	0
ENSG00000279403	0	0
ENSG00000279404	4	0
ENSG00000279405	8	8
ENSG00000279406	0	0
ENSG00000279407	0	0
ENSG00000279408	0	0
ENSG00000279409	0	0
ENSG00000279410	0	0
ENSG00000279411	0	0
ENSG00000279412	417	211
ENSG00000279413	115	86
ENSG00000279414	0	0
ENSG00000279415	0	0
ENSG00000279416	0	0
ENSG00000279417	0	0
ENSG00000279418	1	1
ENSG00000279419	0	1
ENSG00000279420	0	0
ENSG00000279421	0	0
ENSG00000279422	0	0
ENSG00000279423	0	0
ENSG00000279425	0	0
ENSG00000279426	1	0
ENSG00000279427	0	0
ENSG00000279428	166	186
ENSG00000279429	0	0
ENSG00000279430	0	0
ENSG00000279431	0	0
ENSG00000279432	0	0
ENSG00000279433	0	0
ENSG00000279434	123	55
ENSG00000279437	0	0
ENSG00000279438	0	0
ENSG00000279439	0	0
ENSG00000279440	0	0
ENSG00000279441	4	1
ENSG00000279442	0	0
ENSG00000279443	0	0
ENSG00000279444	7	8
ENSG00000279445	0	0
ENSG00000279446	0	0
ENSG00000279447	0	0
ENSG00000279450	0	0
ENSG00000279452	58	18
ENSG00000279453	31	112
ENSG00000279454	0	0
ENSG00000279455	0	0
ENSG00000279456	0	22
ENSG00000279457	0	0
ENSG00000279458	0	0
ENSG00000279459	53	2
ENSG00000279460	0	0
ENSG00000279461	4	1
ENSG00000279462	0	0
ENSG00000279463	0	0
ENSG00000279464	1	0
ENSG00000279465	94	20
ENSG00000279466	0	0
ENSG00000279467	0	0
ENSG00000279469	35	50
ENSG00000279470	0	0
ENSG00000279472	0	0
ENSG00000279474	0	0
ENSG00000279475	0	0
ENSG00000279476	0	0
ENSG00000279477	0	0
ENSG00000279478	0	0
ENSG00000279479	1	35
ENSG00000279480	0	0
ENSG00000279481	0	0
ENSG00000279482	8	15
ENSG00000279483	1	0
ENSG00000279484	2	1041
ENSG00000279485	0	0
ENSG00000279486	53	1
ENSG00000279488	270	119
ENSG00000279489	112	231
ENSG00000279490	2	0
ENSG00000279491	1	4
ENSG00000279493	0	0
ENSG00000279494	0	0
ENSG00000279495	0	0
ENSG00000279497	0	0
ENSG00000279498	6	8
ENSG00000279499	0	0
ENSG00000279500	0	2
ENSG00000279501	0	0
ENSG00000279502	0	0
ENSG00000279503	0	0
ENSG00000279504	46	28
ENSG00000279505	0	11
ENSG00000279507	29	38
ENSG00000279509	85	121
ENSG00000279511	5	118
ENSG00000279512	216	11
ENSG00000279513	0	0
ENSG00000279514	0	0
ENSG00000279516	0	0
ENSG00000279518	4	0
ENSG00000279519	0	0
ENSG00000279520	0	0
ENSG00000279521	0	0
ENSG00000279522	239	100
ENSG00000279523	0	0
ENSG00000279525	0	2
ENSG00000279526	34	24
ENSG00000279527	0	0
ENSG00000279528	0	0
ENSG00000279529	99	26
ENSG00000279530	512	233
ENSG00000279531	0	0
ENSG00000279532	5	14
ENSG00000279534	0	1
ENSG00000279535	0	0
ENSG00000279536	0	0
ENSG00000279537	0	1
ENSG00000279539	9	27
ENSG00000279541	1144	734
ENSG00000279542	2	6
ENSG00000279543	0	0
ENSG00000279544	0	0
ENSG00000279548	62	7
ENSG00000279549	0	0
ENSG00000279550	0	0
ENSG00000279551	0	0
ENSG00000279554	0	0
ENSG00000279555	0	0
ENSG00000279557	0	0
ENSG00000279558	0	0
ENSG00000279559	0	0
ENSG00000279561	0	0
ENSG00000279562	5	7
ENSG00000279565	0	0
ENSG00000279567	0	0
ENSG00000279568	95	98
ENSG00000279569	2071	2258
ENSG00000279570	0	0
ENSG00000279571	6	11
ENSG00000279572	0	0
ENSG00000279573	0	0
ENSG00000279575	0	0
ENSG00000279578	1	1
ENSG00000279579	0	0
ENSG00000279581	12	16
ENSG00000279583	2	8
ENSG00000279584	0	0
ENSG00000279585	0	0
ENSG00000279586	0	0
ENSG00000279587	0	0
ENSG00000279588	18	10
ENSG00000279589	0	2
ENSG00000279590	0	0
ENSG00000279591	0	0
ENSG00000279592	120	88
ENSG00000279593	0	0
ENSG00000279594	62	20
ENSG00000279595	0	0
ENSG00000279597	11	14
ENSG00000279598	46	247026
ENSG00000279599	0	0
ENSG00000279600	0	0
ENSG00000279601	0	1
ENSG00000279602	2	15
ENSG00000279603	0	0
ENSG00000279604	0	0
ENSG00000279605	85	76
ENSG00000279606	0	0
ENSG00000279607	0	0
ENSG00000279608	8	0
ENSG00000279609	0	0
ENSG00000279610	0	1
ENSG00000279611	6	0
ENSG00000279613	0	1
ENSG00000279615	0	0
ENSG00000279616	0	0
ENSG00000279617	0	2
ENSG00000279619	2	418
ENSG00000279620	0	0
ENSG00000279621	109	133
ENSG00000279622	8	4
ENSG00000279623	0	0
ENSG00000279625	0	0
ENSG00000279626	0	0
ENSG00000279628	4	8
ENSG00000279629	16	4
ENSG00000279630	0	0
ENSG00000279631	16	12
ENSG00000279632	0	0
ENSG00000279633	0	0
ENSG00000279635	0	0
ENSG00000279636	359	272
ENSG00000279637	0	0
ENSG00000279638	0	0
ENSG00000279639	0	0
ENSG00000279640	35	9
ENSG00000279641	1957	1823
ENSG00000279642	0	0
ENSG00000279645	0	3
ENSG00000279647	0	0
ENSG00000279648	0	0
ENSG00000279649	619	3632
ENSG00000279650	0	0
ENSG00000279652	741	252
ENSG00000279653	1	0
ENSG00000279655	0	0
ENSG00000279656	1	0
ENSG00000279657	0	0
ENSG00000279658	530	316
ENSG00000279659	0	0
ENSG00000279660	837	567
ENSG00000279662	157	46
ENSG00000279663	0	0
ENSG00000279665	0	0
ENSG00000279666	0	0
ENSG00000279667	0	0
ENSG00000279668	0	0
ENSG00000279669	0	0
ENSG00000279670	0	0
ENSG00000279671	0	0
ENSG00000279672	0	0
ENSG00000279673	0	4
ENSG00000279674	0	0
ENSG00000279675	0	2
ENSG00000279676	0	0
ENSG00000279677	8	12
ENSG00000279678	0	0
ENSG00000279679	0	0
ENSG00000279681	47	5
ENSG00000279682	0	0
ENSG00000279683	10	5
ENSG00000279684	0	0
ENSG00000279685	0	0
ENSG00000279686	0	0
ENSG00000279687	0	0
ENSG00000279688	0	0
ENSG00000279689	2641	1295
ENSG00000279690	0	0
ENSG00000279691	0	0
ENSG00000279692	11	6
ENSG00000279693	0	69
ENSG00000279694	4	6
ENSG00000279695	0	0
ENSG00000279696	188	46
ENSG00000279697	0	0
ENSG00000279698	0	0
ENSG00000279699	12	0
ENSG00000279700	0	0
ENSG00000279701	0	0
ENSG00000279702	0	0
ENSG00000279703	0	0
ENSG00000279704	0	0
ENSG00000279705	1	0
ENSG00000279706	16	13
ENSG00000279707	20	10
ENSG00000279708	0	0
ENSG00000279709	0	0
ENSG00000279711	0	0
ENSG00000279712	0	0
ENSG00000279713	615	126
ENSG00000279714	0	0
ENSG00000279715	0	0
ENSG00000279716	521	389
ENSG00000279717	11	0
ENSG00000279718	0	3
ENSG00000279719	0	0
ENSG00000279720	0	0
ENSG00000279721	0	0
ENSG00000279722	132	50
ENSG00000279724	1	0
ENSG00000279725	0	0
ENSG00000279726	3	0
ENSG00000279727	0	0
ENSG00000279728	0	0
ENSG00000279729	0	0
ENSG00000279730	0	0
ENSG00000279732	5	12
ENSG00000279733	0	0
ENSG00000279734	0	0
ENSG00000279735	11	25
ENSG00000279737	0	0
ENSG00000279738	0	0
ENSG00000279739	0	0
ENSG00000279741	0	0
ENSG00000279742	0	0
ENSG00000279743	0	0
ENSG00000279744	0	0
ENSG00000279746	0	0
ENSG00000279747	21	1
ENSG00000279748	42	39
ENSG00000279749	0	0
ENSG00000279750	0	0
ENSG00000279751	0	0
ENSG00000279752	0	0
ENSG00000279753	663	138
ENSG00000279754	0	0
ENSG00000279755	0	0
ENSG00000279756	9	0
ENSG00000279757	0	0
ENSG00000279758	22	34
ENSG00000279759	2	8
ENSG00000279761	0	0
ENSG00000279762	309	280
ENSG00000279764	0	0
ENSG00000279765	0	0
ENSG00000279766	0	0
ENSG00000279767	8	13
ENSG00000279769	0	0
ENSG00000279770	0	0
ENSG00000279771	0	0
ENSG00000279772	0	0
ENSG00000279773	0	0
ENSG00000279774	0	0
ENSG00000279775	2	1
ENSG00000279778	0	0
ENSG00000279779	0	0
ENSG00000279780	0	0
ENSG00000279781	0	0
ENSG00000279782	0	0
ENSG00000279783	1	0
ENSG00000279784	0	0
ENSG00000279785	2	15
ENSG00000279786	0	0
ENSG00000279788	0	0
ENSG00000279789	2	0
ENSG00000279790	0	0
ENSG00000279791	0	0
ENSG00000279792	8	1
ENSG00000279793	0	0
ENSG00000279794	3	0
ENSG00000279795	0	0
ENSG00000279796	0	0
ENSG00000279797	0	0
ENSG00000279798	0	1
ENSG00000279799	0	0
ENSG00000279800	2	0
ENSG00000279801	0	0
ENSG00000279803	8	2
ENSG00000279804	0	0
ENSG00000279805	0	0
ENSG00000279806	3	47
ENSG00000279807	83	16
ENSG00000279809	0	0
ENSG00000279810	0	0
ENSG00000279811	0	4
ENSG00000279812	0	0
ENSG00000279813	0	0
ENSG00000279814	0	0
ENSG00000279815	0	6
ENSG00000279817	0	0
ENSG00000279818	15	0
ENSG00000279819	0	0
ENSG00000279821	6	0
ENSG00000279822	27	7
ENSG00000279825	46	21
ENSG00000279827	51	53
ENSG00000279829	0	0
ENSG00000279833	395	967
ENSG00000279834	0	0
ENSG00000279835	0	0
ENSG00000279836	0	0
ENSG00000279837	0	4
ENSG00000279838	12	28
ENSG00000279839	0	0
ENSG00000279840	0	0
ENSG00000279841	4	4
ENSG00000279842	0	0
ENSG00000279844	0	0
ENSG00000279845	0	0
ENSG00000279846	0	1
ENSG00000279847	0	1
ENSG00000279848	0	0
ENSG00000279851	0	0
ENSG00000279852	17	13
ENSG00000279853	0	0
ENSG00000279855	33	99
ENSG00000279856	0	0
ENSG00000279858	18	4
ENSG00000279859	0	0
ENSG00000279860	0	0
ENSG00000279861	6	2
ENSG00000279862	268	200
ENSG00000279863	316	212
ENSG00000279864	0	0
ENSG00000279865	4	0
ENSG00000279869	0	0
ENSG00000279872	0	0
ENSG00000279873	8	19
ENSG00000279874	0	0
ENSG00000279875	0	0
ENSG00000279876	0	9
ENSG00000279878	0	0
ENSG00000279879	0	0
ENSG00000279880	0	0
ENSG00000279881	23	1
ENSG00000279882	0	0
ENSG00000279883	274	333
ENSG00000279884	0	0
ENSG00000279885	0	0
ENSG00000279886	0	0
ENSG00000279887	120	72
ENSG00000279889	0	0
ENSG00000279891	0	2
ENSG00000279894	46	33
ENSG00000279895	0	0
ENSG00000279897	44	29
ENSG00000279900	0	0
ENSG00000279901	0	0
ENSG00000279903	0	0
ENSG00000279904	0	0
ENSG00000279905	88	0
ENSG00000279907	0	0
ENSG00000279908	0	0
ENSG00000279910	0	0
ENSG00000279912	0	0
ENSG00000279913	0	0
ENSG00000279914	0	0
ENSG00000279917	4	0
ENSG00000279918	0	0
ENSG00000279919	0	0
ENSG00000279920	0	0
ENSG00000279923	0	0
ENSG00000279924	0	0
ENSG00000279925	0	0
ENSG00000279926	41	53
ENSG00000279927	0	0
ENSG00000279928	12	0
ENSG00000279929	0	0
ENSG00000279930	15	11
ENSG00000279931	0	0
ENSG00000279932	0	6
ENSG00000279933	621	127
ENSG00000279935	0	0
ENSG00000279936	0	6
ENSG00000279939	27	55
ENSG00000279940	39	58
ENSG00000279942	0	0
ENSG00000279943	0	0
ENSG00000279945	301	225
ENSG00000279946	0	2
ENSG00000279948	0	0
ENSG00000279949	0	0
ENSG00000279951	0	0
ENSG00000279952	0	0
ENSG00000279953	0	0
ENSG00000279954	0	0
ENSG00000279955	0	0
ENSG00000279956	17	11
ENSG00000279957	0	0
ENSG00000279958	0	0
ENSG00000279959	0	0
ENSG00000279960	0	0
ENSG00000279961	0	0
ENSG00000279962	0	1
ENSG00000279964	6	2
ENSG00000279965	0	24
ENSG00000279966	0	0
ENSG00000279967	0	0
ENSG00000279968	0	0
ENSG00000279970	2	12
ENSG00000279971	21	40
ENSG00000279972	0	0
ENSG00000279973	0	0
ENSG00000279976	0	0
ENSG00000279977	0	0
ENSG00000279979	0	0
ENSG00000279980	0	0
ENSG00000279981	0	0
ENSG00000279982	0	0
ENSG00000279983	0	0
ENSG00000279985	96	59
ENSG00000279987	0	0
ENSG00000279989	41	52
ENSG00000279990	0	0
ENSG00000279991	91	35
ENSG00000279993	28	37
ENSG00000279994	0	0
ENSG00000279995	0	0
ENSG00000279996	0	2
ENSG00000279997	0	0
ENSG00000279998	0	0
ENSG00000279999	0	0
ENSG00000280000	0	0
ENSG00000280002	16	8
ENSG00000280003	1	5
ENSG00000280004	7	0
ENSG00000280005	0	0
ENSG00000280007	164	1277
ENSG00000280009	0	0
ENSG00000280010	0	0
ENSG00000280011	46	17
ENSG00000280012	0	0
ENSG00000280013	0	0
ENSG00000280014	0	0
ENSG00000280015	0	0
ENSG00000280016	0	0
ENSG00000280017	0	0
ENSG00000280018	0	0
ENSG00000280019	0	0
ENSG00000280020	11	11
ENSG00000280021	0	0
ENSG00000280022	0	0
ENSG00000280023	0	0
ENSG00000280024	0	0
ENSG00000280025	1	4
ENSG00000280026	181	73
ENSG00000280027	0	0
ENSG00000280028	0	0
ENSG00000280029	53	38
ENSG00000280032	118	0
ENSG00000280033	0	0
ENSG00000280035	0	0
ENSG00000280036	2	0
ENSG00000280037	0	0
ENSG00000280038	0	0
ENSG00000280039	120	138
ENSG00000280040	0	0
ENSG00000280042	0	2
ENSG00000280043	0	0
ENSG00000280044	0	0
ENSG00000280046	233	60
ENSG00000280047	2	0
ENSG00000280048	0	26
ENSG00000280049	0	0
ENSG00000280051	0	0
ENSG00000280053	0	0
ENSG00000280054	27	27
ENSG00000280055	729	126
ENSG00000280056	0	0
ENSG00000280057	0	0
ENSG00000280058	0	0
ENSG00000280059	0	0
ENSG00000280060	2	1
ENSG00000280061	0	0
ENSG00000280062	24	11
ENSG00000280063	0	0
ENSG00000280064	740	340
ENSG00000280067	203	107
ENSG00000280068	0	0
ENSG00000280069	0	0
ENSG00000280070	0	0
ENSG00000280071	1	0
ENSG00000280073	1	9
ENSG00000280075	0	0
ENSG00000280076	0	0
ENSG00000280077	13	262
ENSG00000280078	0	0
ENSG00000280079	4	0
ENSG00000280080	142	34
ENSG00000280081	0	0
ENSG00000280082	0	0
ENSG00000280083	0	0
ENSG00000280085	0	0
ENSG00000280086	0	8
ENSG00000280087	0	0
ENSG00000280088	0	0
ENSG00000280089	0	0
ENSG00000280090	0	0
ENSG00000280091	0	0
ENSG00000280092	0	0
ENSG00000280093	0	0
ENSG00000280094	0	0
ENSG00000280095	0	0
ENSG00000280096	0	0
ENSG00000280097	0	0
ENSG00000280098	0	0
ENSG00000280099	6	0
ENSG00000280103	0	0
ENSG00000280104	23	1
ENSG00000280105	0	0
ENSG00000280106	8	0
ENSG00000280107	0	0
ENSG00000280108	0	0
ENSG00000280109	430	281
ENSG00000280110	40	11
ENSG00000280113	8	0
ENSG00000280114	0	0
ENSG00000280115	0	0
ENSG00000280116	0	0
ENSG00000280117	0	0
ENSG00000280118	0	0
ENSG00000280119	0	0
ENSG00000280120	0	0
ENSG00000280121	0	1
ENSG00000280122	0	0
ENSG00000280123	0	0
ENSG00000280124	0	0
ENSG00000280125	0	0
ENSG00000280126	1	4
ENSG00000280128	0	0
ENSG00000280129	0	0
ENSG00000280131	24	40
ENSG00000280132	0	0
ENSG00000280134	0	0
ENSG00000280135	0	0
ENSG00000280136	0	0
ENSG00000280137	0	0
ENSG00000280138	32	8
ENSG00000280139	0	0
ENSG00000280140	0	0
ENSG00000280142	0	0
ENSG00000280143	1517	500
ENSG00000280144	0	0
ENSG00000280145	0	0
ENSG00000280147	0	4
ENSG00000280148	0	0
ENSG00000280149	0	0
ENSG00000280150	0	0
ENSG00000280152	0	0
ENSG00000280153	72	20
ENSG00000280154	0	0
ENSG00000280155	5	3
ENSG00000280156	3	2
ENSG00000280157	7	0
ENSG00000280159	0	0
ENSG00000280160	135	47
ENSG00000280161	9	0
ENSG00000280162	299	15
ENSG00000280163	113	16
ENSG00000280164	0	0
ENSG00000280165	0	0
ENSG00000280166	0	0
ENSG00000280167	0	0
ENSG00000280168	6	8
ENSG00000280169	25	12
ENSG00000280171	0	0
ENSG00000280172	0	0
ENSG00000280173	0	0
ENSG00000280176	0	0
ENSG00000280177	4	12
ENSG00000280179	2	0
ENSG00000280180	0	0
ENSG00000280181	1	0
ENSG00000280182	4	1
ENSG00000280183	214	48
ENSG00000280184	0	4
ENSG00000280185	0	0
ENSG00000280186	0	0
ENSG00000280187	0	1
ENSG00000280189	0	6
ENSG00000280190	0	0
ENSG00000280191	0	0
ENSG00000280193	103	64
ENSG00000280194	13	15
ENSG00000280195	1831	1524
ENSG00000280196	0	0
ENSG00000280197	72	40
ENSG00000280198	0	0
ENSG00000280199	0	0
ENSG00000280200	0	0
ENSG00000280201	0	0
ENSG00000280202	0	0
ENSG00000280204	0	0
ENSG00000280205	0	0
ENSG00000280206	0	0
ENSG00000280207	0	0
ENSG00000280208	0	0
ENSG00000280211	1345	714
ENSG00000280212	4	4
ENSG00000280213	181	103
ENSG00000280214	5	30
ENSG00000280215	0	0
ENSG00000280216	2	0
ENSG00000280217	0	0
ENSG00000280219	2	9
ENSG00000280220	0	0
ENSG00000280222	5	0
ENSG00000280223	0	0
ENSG00000280224	34	27
ENSG00000280225	0	1
ENSG00000280227	0	0
ENSG00000280228	23	0
ENSG00000280229	0	0
ENSG00000280231	16	7
ENSG00000280232	0	3
ENSG00000280233	7	61
ENSG00000280234	0	0
ENSG00000280236	0	0
ENSG00000280237	0	0
ENSG00000280238	0	0
ENSG00000280239	128	133
ENSG00000280241	0	0
ENSG00000280242	44	22
ENSG00000280243	1	0
ENSG00000280244	0	0
ENSG00000280245	0	0
ENSG00000280247	20	8
ENSG00000280248	4	5
ENSG00000280249	0	0
ENSG00000280250	0	0
ENSG00000280251	0	0
ENSG00000280254	84	17
ENSG00000280255	2	0
ENSG00000280257	0	0
ENSG00000280259	7	16
ENSG00000280261	0	0
ENSG00000280262	0	1
ENSG00000280263	0	0
ENSG00000280265	0	0
ENSG00000280266	0	4
ENSG00000280267	0	0
ENSG00000280268	0	0
ENSG00000280269	0	0
ENSG00000280270	0	0
ENSG00000280272	0	0
ENSG00000280273	2	1
ENSG00000280274	0	0
ENSG00000280275	0	0
ENSG00000280276	68	59
ENSG00000280277	0	0
ENSG00000280278	0	0
ENSG00000280279	0	0
ENSG00000280280	0	0
ENSG00000280281	0	0
ENSG00000280282	1	0
ENSG00000280283	10	1
ENSG00000280284	49	39
ENSG00000280285	10	84
ENSG00000280286	116	5
ENSG00000280287	0	0
ENSG00000280288	0	0
ENSG00000280291	0	5
ENSG00000280294	0	2
ENSG00000280295	144	154
ENSG00000280296	0	0
ENSG00000280299	0	0
ENSG00000280300	111	57
ENSG00000280302	0	0
ENSG00000280303	0	0
ENSG00000280304	3	0
ENSG00000280305	0	0
ENSG00000280306	0	0
ENSG00000280307	0	0
ENSG00000280309	0	0
ENSG00000280310	0	0
ENSG00000280311	0	1
ENSG00000280312	0	0
ENSG00000280314	0	0
ENSG00000280317	0	0
ENSG00000280318	0	0
ENSG00000280319	0	0
ENSG00000280320	111	117
ENSG00000280321	0	0
ENSG00000280322	1	0
ENSG00000280323	0	6
ENSG00000280325	0	0
ENSG00000280326	68	51
ENSG00000280327	0	0
ENSG00000280330	0	0
ENSG00000280331	0	0
ENSG00000280332	0	2
ENSG00000280333	17	5
ENSG00000280334	293	95
ENSG00000280335	23	0
ENSG00000280336	0	0
ENSG00000280337	0	0
ENSG00000280338	0	1
ENSG00000280339	214	21
ENSG00000280340	0	0
ENSG00000280341	0	0
ENSG00000280344	0	0
ENSG00000280345	0	0
ENSG00000280346	0	0
ENSG00000280347	0	0
ENSG00000280348	97	69
ENSG00000280349	0	0
ENSG00000280350	1	0
ENSG00000280351	0	0
ENSG00000280352	0	0
ENSG00000280353	1	0
ENSG00000280354	5	1
ENSG00000280355	0	0
ENSG00000280356	52	0
ENSG00000280357	22	14
ENSG00000280359	0	0
ENSG00000280360	0	0
ENSG00000280362	0	0
ENSG00000280364	0	0
ENSG00000280365	0	0
ENSG00000280366	0	1
ENSG00000280367	0	0
ENSG00000280368	0	0
ENSG00000280369	0	1
ENSG00000280371	0	0
ENSG00000280372	0	0
ENSG00000280373	0	0
ENSG00000280374	0	1
ENSG00000280375	0	0
ENSG00000280376	0	0
ENSG00000280377	0	0
ENSG00000280378	0	0
ENSG00000280379	23	10
ENSG00000280380	0	0
ENSG00000280381	0	0
ENSG00000280382	0	5
ENSG00000280383	137	49
ENSG00000280384	0	0
ENSG00000280385	4	18
ENSG00000280387	0	0
ENSG00000280388	0	0
ENSG00000280389	0	0
ENSG00000280390	0	0
ENSG00000280392	0	0
ENSG00000280393	0	0
ENSG00000280394	0	0
ENSG00000280395	0	0
ENSG00000280396	0	0
ENSG00000280397	0	4
ENSG00000280398	0	0
ENSG00000280399	92	63
ENSG00000280400	24	10
ENSG00000280401	0	0
ENSG00000280402	0	0
ENSG00000280404	7	2
ENSG00000280405	0	0
ENSG00000280406	0	0
ENSG00000280407	1069	1132
ENSG00000280408	0	0
ENSG00000280409	0	0
ENSG00000280411	0	0
ENSG00000280412	0	0
ENSG00000280414	0	0
ENSG00000280415	0	0
ENSG00000280416	355	273
ENSG00000280417	0	11
ENSG00000280418	0	0
ENSG00000280419	9	1
ENSG00000280420	0	4
ENSG00000280422	0	2
ENSG00000280423	1	1
ENSG00000280424	13	8
ENSG00000280425	4	1
ENSG00000280426	0	0
ENSG00000280429	0	0
ENSG00000280430	0	0
ENSG00000280431	0	0
ENSG00000280432	0	0
ENSG00000280433	0	0
ENSG00000280434	0	0
ENSG00000280435	91	0
ENSG00000280436	0	0
ENSG00000280438	0	0
ENSG00000280439	0	4
ENSG00000280440	0	0
ENSG00000280441	0	0
ENSG00000280443	0	0
ENSG00000280444	2	0
ENSG00000280445	0	0
ENSG00000280446	0	0
ENSG00000280449	0	10
ENSG00000280450	0	0
ENSG00000280451	0	0
ENSG00000280453	0	0
ENSG00000280454	0	0
ENSG00000280455	0	0
ENSG00000280457	0	0
ENSG00000280466	0	0
ENSG00000280474	0	0
ENSG00000280485	0	0
ENSG00000280486	166	283
ENSG00000280494	0	0
ENSG00000280496	0	0
ENSG00000280498	0	0
ENSG00000280502	0	0
ENSG00000280511	0	0
ENSG00000280515	48	159
ENSG00000280537	0	0
ENSG00000280543	0	4
ENSG00000280551	2	5
ENSG00000280554	0	0
ENSG00000280560	0	0
ENSG00000280561	0	0
ENSG00000280571	0	0
ENSG00000280580	0	0
ENSG00000280587	6	11
ENSG00000280594	98	11
ENSG00000280604	1	0
ENSG00000280607	0	0
ENSG00000280614	0	0
ENSG00000280620	19	3
ENSG00000280623	0	0
ENSG00000280634	410	34
ENSG00000280636	0	0
ENSG00000280639	0	0
ENSG00000280646	0	0
ENSG00000280649	16	11
ENSG00000280650	0	0
ENSG00000280655	0	0
ENSG00000280660	0	0
ENSG00000280665	0	0
ENSG00000280670	0	0
ENSG00000280683	0	0
ENSG00000280693	385	118
ENSG00000280703	0	0
ENSG00000280704	0	0
ENSG00000280707	0	0
ENSG00000280709	0	0
ENSG00000280710	0	1
ENSG00000280711	0	0
ENSG00000280719	0	0
ENSG00000280721	193	116
ENSG00000280724	0	0
ENSG00000280725	0	0
ENSG00000280734	6	1
ENSG00000280739	63	62
ENSG00000280744	0	0
ENSG00000280752	0	0
ENSG00000280757	0	0
ENSG00000280758	341	138
ENSG00000280767	0	0
ENSG00000280773	0	0
ENSG00000280776	0	0
ENSG00000280778	0	0
ENSG00000280780	18	0
ENSG00000280789	7	16
ENSG00000280798	15	12
ENSG00000280799	0	0
ENSG00000280800	0	0
ENSG00000280809	0	0
ENSG00000280828	0	0
ENSG00000280832	39	42
ENSG00000280836	0	0
ENSG00000280837	0	0
ENSG00000280850	0	0
ENSG00000280852	43	1
ENSG00000280870	0	0
ENSG00000280878	9	10
ENSG00000280881	0	0
ENSG00000280890	0	5
ENSG00000280893	0	0
ENSG00000280894	0	0
ENSG00000280904	0	0
ENSG00000280913	1	8
ENSG00000280916	1	3
ENSG00000280920	0	0
ENSG00000280924	0	0
ENSG00000280927	944	922
ENSG00000280936	0	0
ENSG00000280953	0	0
ENSG00000280958	2	4
ENSG00000280961	0	0
ENSG00000280968	0	0
ENSG00000280969	0	0
ENSG00000280987	0	1
ENSG00000280989	0	0
ENSG00000280991	0	0
ENSG00000280997	6	1
ENSG00000281000	0	0
ENSG00000281005	0	0
ENSG00000281008	1	5
ENSG00000281010	0	0
ENSG00000281016	109	61
ENSG00000281021	314	204
ENSG00000281026	0	0
ENSG00000281028	0	0
ENSG00000281039	0	0
ENSG00000281058	0	0
ENSG00000281072	3	2
ENSG00000281087	0	0
ENSG00000281091	0	0
ENSG00000281097	1	0
ENSG00000281100	0	0
ENSG00000281103	0	6
ENSG00000281106	1	13
ENSG00000281112	0	3
ENSG00000281113	0	0
ENSG00000281120	11	1
ENSG00000281128	0	0
ENSG00000281131	0	0
ENSG00000281133	0	0
ENSG00000281156	0	0
ENSG00000281159	0	0
ENSG00000281160	0	0
ENSG00000281162	0	0
ENSG00000281167	0	0
ENSG00000281179	0	0
ENSG00000281181	24	16
ENSG00000281183	0	2
ENSG00000281186	0	9
ENSG00000281189	12	0
ENSG00000281195	0	0
ENSG00000281196	0	0
ENSG00000281202	0	0
ENSG00000281207	79	186
ENSG00000281219	0	0
ENSG00000281228	0	0
ENSG00000281248	0	0
ENSG00000281264	11	35
ENSG00000281269	0	0
ENSG00000281295	0	0
ENSG00000281311	0	0
ENSG00000281327	4	0
ENSG00000281332	0	0
ENSG00000281333	0	0
ENSG00000281344	1486	4247
ENSG00000281347	0	0
ENSG00000281348	0	0
ENSG00000281357	67	11
ENSG00000281358	23	15
ENSG00000281365	0	0
ENSG00000281369	5	0
ENSG00000281371	147	44
ENSG00000281376	954	675
ENSG00000281379	0	0
ENSG00000281383	0	1
ENSG00000281386	21	0
ENSG00000281392	0	0
ENSG00000281394	0	0
ENSG00000281398	0	0
ENSG00000281404	0	0
ENSG00000281406	0	1
ENSG00000281420	42	11
ENSG00000281426	0	0
ENSG00000281450	1	1
ENSG00000281453	0	0
ENSG00000281460	0	0
ENSG00000281468	0	0
ENSG00000281469	0	0
